name,primary_type,latitude,longitude,address,business_status,types,price_level,rating,reviews,user_ratings_total,operational_hours,phone_number,place_id,website_url,gmaps_url,origin_place
Pos Service AHASS Mantab Sejahtera,car_repair,-6.3394686,106.88197439999999,"MV6J+6Q9, Jl. Raya Pkp, RT.6/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.9,,8,,0812-8754-9294,ChIJwaA1wuPtaS4RVA4YK8PXoyo,,https://maps.google.com/?cid=3072536604038401620,JAKARTA TIMUR - 5254864071202701311
MAC (Mercy Auto Center),car_repair,-6.3518905000000006,106.8894119,"Jl. Lap. Tembak No.56 3, RT.3/RW.7, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.2,,42,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",(021) 87733029,ChIJU269P5jsaS4Rg-grCGFnDlQ,,https://maps.google.com/?cid=6056892215306479747,JAKARTA TIMUR - 5254864071202701311
Car Interior,car_repair,-6.3172051,106.88095249999999,"Jl. Pengantin Ali No.34C, RT.12/RW.6, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,10,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 0, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}]",0815-9545-155,ChIJy_UFo3btaS4RIEdblwH_bME,,https://maps.google.com/?cid=13937795329104234272,JAKARTA TIMUR - 5254864071169146879
Garage Madnur,car_repair,-6.3178322000000007,106.8836632,"Gg. Bungur XII No.6, RW.6, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,9,,,ChIJFRlnPa3taS4RrSpLcm_yBsQ,,https://maps.google.com/?cid=14125243841766959789,JAKARTA TIMUR - 5254864071169146879
Bengkel Mobil WJM (Yanto),car_repair,-6.3461653,106.88934990000001,"Jl. Raya Klp. Dua Wetan Gg. Pijar No.43 5, RT.5/RW.7, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,26,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]",0882-1064-1225,ChIJ0-lGxYDtaS4RoCc9HhMR1x8,https://www.instagram.com/wanggenjayamotor?igsh=Nml2c2d0ODdoeXho,https://maps.google.com/?cid=2294321308977932192,JAKARTA TIMUR - 5254864071202701311
Bengkel mobil laris matic,car_repair,-6.3414047,106.8869093,"Jl. Raya Klp. Dua Wetan No.29E, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,18,"[{'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]",0813-1105-0198,ChIJ5eDsWybtaS4RlJL3b4SeXbg,,https://maps.google.com/?cid=13284948767464198804,JAKARTA TIMUR - 5254864071202701311
Bengkel AC Mobil Tri Jaya Sentosa,car_repair,-6.3568573,106.87764469999999,"Komplek Rawa Kuda Jalan Blok Duku No.28HT, RT.13/RW.10, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia",OPERATIONAL,"['car_repair', 'general_contractor', 'point_of_interest', 'establishment']",,4.7,,168,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0811-8132-354,ChIJo2bViFLtaS4RJ8NmiQghMow,https://trijayaacmobil.com/,https://maps.google.com/?cid=10102173234694112039,JAKARTA TIMUR - 5254864071202701311
Bengkel 24jam terdekat,car_repair,-6.344924,106.88829100000001,"Jl. Raya Klp. Dua Wetan No.29, RT.4/RW.1, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,6,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0813-8961-4602,ChIJh3RcVGntaS4Rx9YK0dakWPk,,https://maps.google.com/?cid=17967291955931698887,JAKARTA TIMUR - 5254864071202701311
Bengkel mobil,car_repair,-6.352001,106.8928346,"Jln jankes Ad rt 01 /01 no 37, Munjul, Kec. Cipayung, Jakarta, Daerah Khusus Ibukota Jakarta 13750, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,17,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 19, 'minute': 15}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 15}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 15}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 15}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 15}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 15}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 19, 'minute': 15}}]",,ChIJAfPdBfvtaS4RqFRSD2hQ6rs,,https://maps.google.com/?cid=13540723637506692264,JAKARTA TIMUR - 5254864071202701311
Bengkel Cat mobil mas Bangun,car_repair,-6.3397397999999994,106.88121009999999,"Jl. Raya Pkp No.10, RT.8/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.7,,15,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0857-8343-4479,ChIJcxajSOLsaS4Rb1U1opKzhOA,,https://maps.google.com/?cid=16178253203789665647,JAKARTA TIMUR - 5254864071202701311
Toko aki Cipayung Jaktim,auto_parts_store,-6.3225902,106.8884945,"Jl. Kartika Raya, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'point_of_interest', 'store', 'establishment']",,5.0,,2,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0896-4452-6623,ChIJa2sQZDn3aS4Raanh4-LJH5Y,https://wa.me/+6289644526623,https://maps.google.com/?cid=10817586806290229609,JAKARTA TIMUR - 5254864071169146879
Spare Part Copotan Mobil Bekas Original,auto_parts_store,-6.3157831,106.8959072,"Jl. Raya Ceger, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'point_of_interest', 'store', 'establishment']",,5.0,,11,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]",0878-8882-0186,ChIJ-aa99obtaS4RiJk4xFmG3Lc,https://jual-belimobiltua.blogspot.com/?m=1,https://maps.google.com/?cid=13248611923919411592,JAKARTA TIMUR - 5254864071169146879
Ajip suspension,auto_parts_store,-6.3314005,106.8865247,"Jl. Raya Ciracas No.1, RT.3/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,11,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 17, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]",0881-8870-223,ChIJR1B9pnntaS4RX3RRan3Cw40,https://www.facebook.com/bengkel.per.9,https://maps.google.com/?cid=10215222223716840543,JAKARTA TIMUR - 5254864071169146879
CSA Garage,auto_parts_store,-6.336260900000001,106.88999629999999,"timur, Jl. Ali Jl. Kav. Dki I No.46, RT.08/01/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,1,,0812-8303-7022,ChIJ6dgvULeNaS4RnG-uGr3u9hM,,https://maps.google.com/?cid=1438599626955321244,JAKARTA TIMUR - 5254864071169146879
Basecamp Battery 2,auto_parts_store,-6.3223376999999994,106.8770541,"Dekat Alfa Midi, Jl. Raya Centex, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,8,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]",0821-4000-0994,ChIJHSj44oHtaS4R5XeWjLF72x0,https://basecampbattery.com/,https://maps.google.com/?cid=2151449249497642981,JAKARTA TIMUR - 5254864071169146879
AR PARTS SUSPENSION,auto_parts_store,-6.3418665,106.89229519999999,"Jl. Malaka No.5, RT.5/RW.4, Munjul, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13850, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,15,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0831-2366-9312,ChIJ7WjXIGDtaS4RJKIJ55t7QnY,,https://maps.google.com/?cid=8521509354464715300,JAKARTA TIMUR - 5254864071202701311
Al Fatih Per,auto_parts_store,-6.3525009999999993,106.882115,"Jl. Cibubur VIII No.15 1, RT.1/RW.9, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,7,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0882-1196-3736,ChIJg7cjRuvtaS4RA8KqOKmdC-A,,https://maps.google.com/?cid=16144170639365423619,JAKARTA TIMUR - 5254864071202701311
PURBA JAYA BAN,auto_parts_store,-6.332551500000001,106.89016389999999,"Jl. Cipayung Raya No.5 2B, RT.5/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,4.8,,5,,,ChIJRU3jGQDtaS4RL3IFmAq9nNg,,https://maps.google.com/?cid=15608558261757112879,JAKARTA TIMUR - 5254864071169146879
BABEH PER,auto_parts_store,-6.3516409,106.8792871,"Jl. Lap. Tembak No.30 7, RT.7/RW.4, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'point_of_interest', 'store', 'establishment']",,4.1,,20,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]",0859-3047-1420,ChIJ6Yw0ktvtaS4RvJVZ1Ra82vM,,https://maps.google.com/?cid=17571563702394131900,JAKARTA TIMUR - 5254864071202701311
SERVIS KAKI KAKI MOBIL P13 (Terima panggilan),auto_parts_store,-6.3354379,106.89006309999999,"Jl. Kav. Dki I, RT.16/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",,4.9,,111,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}]",0882-1196-3736,ChIJOUtYnXztaS4Rkyp18qetDH8,,https://maps.google.com/?cid=9154883079376284307,JAKARTA TIMUR - 5254864071169146879
faozan sparepart mobil,auto_parts_store,-6.3424647,106.8916192,"sparepart mobil samping, Gg. H. Acep Jl. Malaka No.6 5, RT.5/RW.4, Munjul, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['auto_parts_store', 'car_repair', 'point_of_interest', 'store', 'establishment']",,4.9,,7,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0812-8577-7323,ChIJkxmX0N3saS4Rxa7PEeodies,,https://maps.google.com/?cid=16972129561880800965,JAKARTA TIMUR - 5254864071202701311
TR Special Parts,sporting_goods_store,-6.3411586,106.87897960000001,"Jl. Manunggal Raya, RT.9/RW.12, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['auto_parts_store', 'sporting_goods_store', 'car_repair', 'point_of_interest', 'store', 'establishment']",,4.2,,5,"[{'open': {'day': 1, 'hour': 0, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}]",0822-8234-0401,ChIJmU2NU4vtaS4Rng8dG-EAAXk,http://instagram.com/tr_specialparts,https://maps.google.com/?cid=8719251320388521886,JAKARTA TIMUR - 5254864071202701311
